# x ham
-317.4400000000000 0.0000000001000
-314.8800000000000 0.0000000001000
-312.3200000000000 0.0000000001000
-309.7600000000000 0.0000000001001
-307.2000000000000 0.0000000001000
-304.6400000000000 0.0000000001001
-302.0800000000000 0.0000000001000
-299.5200000000000 0.0000000001001
-296.9600000000000 0.0000000001000
-294.4000000000000 0.0000000001000
-291.8400000000000 0.0000000001003
-289.2800000000000 0.0000000001000
-286.7200000000000 0.0000000001002
-284.1600000000000 0.0000000001000
-281.6000000000000 0.0000000001002
-279.0400000000000 0.0000000001000
-276.4800000000000 0.0000000001001
-273.9200000000000 0.0000000001000
-271.3600000000000 0.0000000001001
-268.8000000000000 0.0000000001000
-266.2400000000000 0.0000000001001
-263.6800000000000 0.0000000001001
-261.1200000000000 0.0000000001000
-258.5600000000000 0.0000000001003
-256.0000000000000 0.0000000001000
-253.4400000000000 0.0000000001003
-250.8800000000000 0.0000000001000
-248.3200000000000 0.0000000001002
-245.7600000000000 0.0000000001000
-243.2000000000000 0.0000000001002
-240.6400000000000 0.0000000001000
-238.0800000000000 0.0000000001000
-235.5200000000000 0.0000000001004
-232.9600000000000 0.0000000001000
-230.4000000000000 0.0000000001003
-227.8400000000000 0.0000000001000
-225.2800000000000 0.0000000001003
-222.7200000000000 0.0000000001003
-220.1600000000000 0.0000000001000
-217.6000000000000 0.0000000001005
-215.0400000000000 0.0000000001001
-212.4800000000000 0.0000000001000
-209.9200000000000 0.0000000001006
-207.3600000000000 0.0000000001002
-204.8000000000000 0.0000000001000
-202.2400000000000 0.0000000001001
-199.6800000000000 0.0000000001008
-197.1200000000000 0.0000000001001
-194.5600000000000 0.0000000001000
-192.0000000000000 0.0000000001005
-189.4400000000000 0.0000000001006
-186.8800000000000 0.0000000001000
-184.3200000000000 0.0000000001003
-181.7600000000000 0.0000000001009
-179.2000000000000 0.0000000001000
-176.6400000000000 0.0000000001004
-174.0800000000000 0.0000000001010
-171.5200000000000 0.0000000001000
-168.9600000000000 0.0000000001004
-166.4000000000000 0.0000000001011
-163.8400000000000 0.0000000001000
-161.2800000000000 0.0000000001001
-158.7200000000000 0.0000000001012
-156.1600000000000 0.0000000001003
-153.6000000000000 0.0000000001000
-151.0400000000000 0.0000000001002
-148.4800000000000 0.0000000001014
-145.9200000000000 0.0000000001002
-143.3600000000000 0.0000000001000
-140.8000000000000 0.0000000001014
-139.5200000000000 0.0000000001009
-138.2400000000000 0.0000000001005
-138.2400000000000 0.0000000001005
-136.9600000000000 0.0000000001002
-135.6800000000000 0.0000000001000
-135.6800000000000 0.0000000001000
-134.4000000000000 0.0000000001009
-133.1200000000000 0.0000000001017
-133.1200000000000 0.0000000001017
-131.8400000000000 0.0000000001011
-130.5600000000000 0.0000000001005
-130.5600000000000 0.0000000001005
-129.2800000000000 0.0000000001001
-128.0000000000000 0.0000000001000
-128.0000000000000 0.0000000001000
-126.7200000000000 0.0000000001017
-125.4400000000000 0.0000000001040
-125.4400000000000 0.0000000001040
-124.1600000000000 0.0000000001022
-122.8800000000000 0.0000000001001
-122.8800000000000 0.0000000001001
-121.6000000000000 0.0000000001000
-120.3200000000000 0.0000000001034
-120.3200000000000 0.0000000001034
-119.0400000000000 0.0000000001027
-117.7600000000000 0.0000000001002
-117.7600000000000 0.0000000001002
-116.4800000000000 0.0000000001000
-115.2000000000000 0.0000000001040
-115.2000000000000 0.0000000001040
-113.9200000000000 0.0000000001023
-112.6400000000000 0.0000000001000
-112.6400000000000 0.0000000001000
-111.3600000000000 0.0000000001010
-110.0800000000000 0.0000000001056
-110.0800000000000 0.0000000001056
-108.8000000000000 0.0000000001002
-107.5200000000000 0.0000000001000
-107.5200000000000 0.0000000001000
-106.2400000000000 0.0000000001065
-104.9600000000000 0.0000000001003
-104.9600000000000 0.0000000001003
-103.6800000000000 0.0000000001000
-102.4000000000000 0.0000000001072
-102.4000000000000 0.0000000001072
-101.1200000000000 0.0000000001000
-99.8400000000000 0.0000000001008
-99.8400000000000 0.0000000001008
-98.5600000000000 0.0000000001067
-97.2800000000000 0.0000000001000
-97.2800000000000 0.0000000001000
-96.0000000000000 0.0000000001027
-94.7200000000000 0.0000000001043
-94.7200000000000 0.0000000001043
-93.4400000000000 0.0000000001000
-92.1600000000000 0.0000000001052
-92.1600000000000 0.0000000001052
-90.8800000000000 0.0000000001017
-89.6000000000000 0.0000000001000
-89.6000000000000 0.0000000001000
-88.3200000000000 0.0000000001066
-87.0400000000000 0.0000000001017
-87.0400000000000 0.0000000001017
-85.7600000000000 0.0000000001000
-84.4800000000000 0.0000000001058
-84.4800000000000 0.0000000001058
-83.2000000000000 0.0000000001044
-81.9200000000000 0.0000000001000
-81.9200000000000 0.0000000001000
-80.6400000000000 0.0000000001040
-79.3600000000000 0.0000000001072
-79.3600000000000 0.0000000001072
-78.0800000000000 0.0000000001000
-76.8000000000000 0.0000000001049
-76.8000000000000 0.0000000001049
-75.5200000000000 0.0000000001082
-74.2400000000000 0.0000000001000
-74.2400000000000 0.0000000001000
-72.9600000000000 0.0000000001035
